tau,f1,tp,fp,fn
2.5658706621682296e-06,0.0020911812309322947,73,69671,0
2.656176183809044e-06,0.0020912111836828232,73,69670,0
4.644511284551356e-06,0.03157202367901776,72,4416,1
5.663694980801526e-06,0.03207841390064603,72,4344,1
7.606574327994067e-06,0.03365272259873803,72,4134,1
7.652030081543839e-06,0.03498542274052478,72,3971,1
9.59490942873638e-06,0.03592814371257485,72,3863,1
1.3111295471202012e-05,0.03805496828752643,72,3639,1
1.3410622165364386e-05,0.03817603393425239,72,3627,1
1.3684155059087437e-05,0.039247751430907606,72,3524,1
1.6418140962356867e-05,0.044471896232242125,72,3093,1
1.8361020309549404e-05,0.04451313755795982,72,3090,1
1.9691951311577363e-05,0.044540674296319215,72,3088,1
1.985407421361864e-05,0.04460966542750929,72,3083,1
2.005002871612934e-05,0.046677471636952995,72,2940,1
2.0349355410291723e-05,0.046692607003891044,72,2939,1
2.168028641231968e-05,0.04670775218942588,72,2938,1
2.184240931436095e-05,0.04673807205452775,72,2936,1
2.1843813606418468e-05,0.04676843130886652,72,2934,1
2.2699470108569847e-05,0.05436013590033975,72,2504,1
2.2861593010611126e-05,0.05440120891575369,72,2502,1
2.321655728553407e-05,0.05446293494704992,72,2499,1
2.4139274346480403e-05,0.05618415918845103,72,2418,1
2.4642349455762385e-05,0.0563159953070004,72,2412,1
2.468780520931216e-05,0.05633802816901408,72,2411,1
2.4804472357803664e-05,0.056360078277886506,72,2410,1
2.4849928111353435e-05,0.0565149136577708,72,2403,1
2.4851332403410952e-05,0.05658153241650295,72,2400,1
2.4974806589511153e-05,0.05687203791469195,72,2387,1
2.5073080448558058e-05,0.05689450809956539,72,2386,1
2.5163385970198876e-05,0.056916996047430835,72,2385,1
2.5204892386276383e-05,0.08653846153846154,72,1519,1
2.6630684556504697e-05,0.0914866581956798,72,1429,1
2.6792807458545973e-05,0.09160305343511449,72,1427,1
2.679421175060349e-05,0.09218950064020487,72,1417,1
2.6839667504153264e-05,0.09284332688588008,72,1406,1
2.7151721070941188e-05,0.0929032258064516,72,1405,1
2.7353191490715195e-05,0.09314359637774904,72,1401,1
2.8170904767191353e-05,0.10263720598717034,72,1258,1
2.878254685134581e-05,0.10322580645161289,72,1250,1
2.9064052219862218e-05,0.10382119682768565,72,1242,1
3.0113784114383894e-05,0.10427226647356987,72,1236,1
3.014946144695004e-05,0.10465116279069765,72,1231,1
3.015923986793367e-05,0.10487982520029134,72,1228,1
3.0360710287707676e-05,0.10510948905109488,72,1225,1
3.06727638544956e-05,0.1054172767203514,72,1221,1
3.0719930186855765e-05,0.1054945054945055,72,1220,1
3.088205308889704e-05,0.10564930300807043,72,1218,1
3.210211921512621e-05,0.10706319702602231,72,1200,1
3.230358963490021e-05,0.10786516853932585,72,1190,1
3.3671676572927033e-05,0.10851544837980406,72,1182,1
3.429192473564253e-05,0.10859728506787329,72,1181,1
3.5099859591135065e-05,0.10867924528301885,72,1180,1
3.565883933124676e-05,0.10876132930513595,72,1179,1
3.734253508624232e-05,0.11085450346420324,72,1154,1
3.77972897376274e-05,0.11093990755007703,72,1153,1
3.788759525926822e-05,0.1110254433307633,72,1152,1
3.866635812823924e-05,0.1123244929797192,72,1137,1
4.0414455315343666e-05,0.11258795934323691,72,1134,1
4.0841944407368285e-05,0.1128526645768025,72,1131,1
4.1207167623048614e-05,0.11812961443806398,72,1074,1
4.1982460689765584e-05,0.11822660098522167,72,1073,1
4.2240667514044685e-05,0.11871393239901072,72,1068,1
4.240279041608598e-05,0.11900826446280992,72,1065,1
4.2830279508110594e-05,0.11940298507462686,72,1061,1
4.3849463204360766e-05,0.11960132890365448,72,1059,1
4.6193243099799774e-05,0.11990008326394672,72,1056,1
4.626195024967179e-05,0.12743362831858407,72,985,1
4.8716065627861245e-05,0.1275465013286094,72,984,1
5.041565213081967e-05,0.13090909090909092,72,955,1
5.114364124398479e-05,0.13271889400921658,72,940,1
5.127923440249968e-05,0.13284132841328414,72,939,1
5.1869923282646674e-05,0.13333333333333336,72,935,1
5.373522449460008e-05,0.13432835820895522,72,927,1
5.59250300151164e-05,0.13806327900287632,72,898,1
5.673296487060893e-05,0.13913043478260873,72,890,1
5.687613412816496e-05,0.13939980638915778,72,888,1
5.80220131449163e-05,0.13980582524271845,72,885,1
5.803984243717788e-05,0.14443329989969908,72,852,1
5.99392763083369e-05,0.14457831325301201,72,851,1
5.99480543572663e-05,0.14486921529175048,72,849,1
