tau,f1,tp,fp,fn
1.5038360120163093e-06,0.0011813349084465446,28,47348,0
1.8605966256445651e-06,0.006377405762441635,28,8725,0
2.450874795165364e-06,0.02159660624758967,28,2537,0
2.7816988392680517e-06,0.02160493827160494,28,2536,0
2.8076354087936205e-06,0.02161327672713238,28,2535,0
5.547766597932578e-06,0.03097345132743363,28,1752,0
5.573703167458147e-06,0.030990592141671283,28,1751,0
5.9304637810864025e-06,0.0343558282208589,28,1574,0
6.877502564235458e-06,0.036939313984168866,28,1460,0
7.14103980275736e-06,0.03743315508021391,28,1440,0
1.1085822438385586e-05,0.03809523809523809,28,1414,0
1.1442583052013842e-05,0.04385277995301488,28,1221,0
1.1638819993952257e-05,0.0497335701598579,28,1070,0
1.2009425818352404e-05,0.0498220640569395,28,1068,0
1.2389621835162895e-05,0.04986642920747997,28,1067,0
1.294476030196604e-05,0.05142332415059688,28,1033,0
1.2995638976678321e-05,0.05147058823529412,28,1032,0
1.3352399590306577e-05,0.05199628597957289,28,1021,0
1.4550363849684358e-05,0.05622489959839357,28,940,0
1.4907124463312613e-05,0.06466512702078522,28,810,0
1.5854163246461668e-05,0.07035175879396986,28,740,0
1.742226674574841e-05,0.07263294422827497,28,715,0
1.875800456882611e-05,0.07291666666666667,28,712,0
1.8983030220937207e-05,0.07301173402868318,28,711,0
2.117953127456515e-05,0.0731070496083551,28,710,0
2.3052897376379042e-05,0.07713498622589533,28,670,0
2.5512935668528892e-05,0.07734806629834255,28,668,0
2.604216681434638e-05,0.1033210332103321,28,486,0
2.6398927427974635e-05,0.10351201478743068,28,485,0
2.681016190519578e-05,0.10408921933085502,28,482,0
2.7222042875352307e-05,0.1042830540037244,28,481,0
2.753319085943822e-05,0.10447761194029852,28,480,0
2.7889951473066476e-05,0.1100196463654224,28,453,0
2.9582802823970733e-05,0.11359026369168357,28,437,0
3.088002906063761e-05,0.1142857142857143,28,434,0
3.1143566299159526e-05,0.11451942740286297,28,433,0
3.202955805860526e-05,0.11522633744855967,28,430,0
3.3590434039123445e-05,0.11594202898550725,28,427,0
3.5213433454601364e-05,0.11814345991561181,28,418,0
3.639214833156505e-05,0.11940298507462686,28,413,0
3.705781355580213e-05,0.12121212121212122,28,406,0
3.810959625104852e-05,0.12147505422993493,28,405,0
3.8466356864676773e-05,0.12307692307692307,28,399,0
3.8559463506196946e-05,0.12362030905077263,28,397,0
3.9856689742863837e-05,0.12416851441241683,28,395,0
4.217946340649035e-05,0.12556053811659196,28,390,0
4.2536224020118605e-05,0.1258426966292135,28,389,0
4.348326280326766e-05,0.12641083521444693,28,387,0
4.419009413682758e-05,0.12669683257918551,28,386,0
4.8696457189624866e-05,0.12698412698412698,28,385,0
4.943148392373298e-05,0.12993039443155452,28,375,0
4.964349597277392e-05,0.13084112149532712,28,372,0
4.978824453736124e-05,0.1320754716981132,28,368,0
5.0037802460176076e-05,0.1330166270783848,28,365,0
5.0953294411149016e-05,0.13365155131264916,28,363,0
5.1156124088716566e-05,0.1342925659472422,28,361,0
5.151288470234482e-05,0.1346153846153846,28,360,0
5.716465419869823e-05,0.13493975903614458,28,359,0
