tau,f1,tp,fp,fn
7.671443417990473e-06,0.0010159969719305934,51,100292,0
7.739151892383128e-06,0.0019689979344825587,51,51701,0
7.755215156756684e-06,0.0019894675248683436,51,51168,0
7.822923631149339e-06,0.003294999353921695,51,30854,0
7.835281153097623e-06,0.0033238830775246847,51,30585,0
7.919052891863833e-06,0.0036965897147827344,51,27491,0
8.075918062789313e-06,0.00401164162668135,51,25324,0
8.14362653718197e-06,0.004106280193236715,51,24738,0
8.15324545671263e-06,0.007043712450797597,51,14379,0
8.23701719547884e-06,0.007048579918457604,51,14369,0
8.239755797896465e-06,0.007049067035245335,51,14368,0
8.424492258922329e-06,0.007070076939072573,51,14325,0
8.492200733314984e-06,0.007148363585394913,51,14167,0
8.55772010151147e-06,0.009932807478819748,51,10167,0
8.58832999402948e-06,0.012001411930815388,51,8397,0
8.906294297644484e-06,0.012014134275618376,51,8388,0
9.751076857207522e-06,0.013021830716200687,51,7731,0
9.834848595973733e-06,0.013095390935935293,51,7687,0
1.0155551502006362e-05,0.013142636258214147,51,7659,0
1.0226025506860594e-05,0.014352047277332209,51,7005,0
1.0293733981253249e-05,0.01663133865970977,51,6031,0
1.0453867612862683e-05,0.01666122182293368,51,6020,0
1.0504125698139377e-05,0.01707112970711297,51,5873,0
1.0521576087255341e-05,0.01835192515293271,51,5456,0
1.0569645066335862e-05,0.018361836183618366,51,5453,0
1.0630500151659434e-05,0.01884004432951607,51,5312,0
1.0698208626052091e-05,0.019026301063234472,51,5259,0
1.0787754686721018e-05,0.019980411361410384,51,5003,0
1.0855463161113673e-05,0.019996079200156832,51,4999,0
1.0918219262468878e-05,0.020294468762435337,51,4924,0
1.1112302190381591e-05,0.02054794520547945,51,4862,0
1.1269556725443173e-05,0.020773930753564155,51,4808,0
1.2703550390830917e-05,0.02082057562767912,51,4797,0
1.3008449701732805e-05,0.020854630954814966,51,4789,0
1.3117643955160419e-05,0.020948860135551448,51,4767,0
1.3342336775591137e-05,0.02096177558569667,51,4764,0
1.3410045249983792e-05,0.02097902097902098,51,4760,0
1.3824138814313292e-05,0.021056977704376548,51,4742,0
1.4060734980060417e-05,0.021083092186854075,51,4736,0
1.4128443454453072e-05,0.02169751116783663,51,4599,0
1.4730012082226058e-05,0.021706746116194935,51,4597,0
1.4797720556618715e-05,0.021729867916489138,51,4592,0
1.5211814120948215e-05,0.021883715940785243,51,4559,0
1.6039789740157246e-05,0.02193076757686519,51,4549,0
1.6203627475264395e-05,0.022111424235855194,51,4511,0
1.6444264384956087e-05,0.022130614016055542,51,4507,0
1.6511972859348742e-05,0.02214022140221402,51,4505,0
1.6926066423678244e-05,0.022236756049705687,51,4485,0
1.7208973014048485e-05,0.022256164084660704,51,4481,0
1.7372810749155635e-05,0.02262142381902861,51,4407,0
1.7613447658847324e-05,0.022641509433962263,51,4403,0
1.7681156133239982e-05,0.02267674522009782,51,4396,0
1.7777285393954477e-05,0.0228494623655914,51,4362,0
1.809524969756948e-05,0.022859704168534285,51,4360,0
1.8523897824173136e-05,0.022900763358778626,51,4352,0
1.8594371829027365e-05,0.02291105121293801,51,4350,0
1.86543260518851e-05,0.023229332726030515,51,4289,0
1.882221393502946e-05,0.023486069537186276,51,4241,0
1.8998846473826207e-05,0.02349147858129894,51,4240,0
1.9058800696683943e-05,0.023572914259302056,51,4225,0
1.906655494821886e-05,0.02359472588480222,51,4221,0
1.915610100888779e-05,0.023266635644485806,50,4197,1
1.9480648512548363e-05,0.02327205026762858,50,4196,1
1.9637903047609945e-05,0.02331002331002331,50,4189,1
1.9693081098064376e-05,0.023315458148752622,50,4188,1
1.9763555102918605e-05,0.023320895522388058,50,4187,1
1.9991397208920702e-05,0.023391812865497078,50,4174,1
2.0059105683313357e-05,0.025258903763576663,50,3858,1
2.0168029747717447e-05,0.025297242600556543,50,3852,1
2.0235738222110095e-05,0.02532286654849329,50,3848,1
2.0325284282779032e-05,0.02535496957403651,50,3843,1
2.0392992757171687e-05,0.025516713447307986,50,3818,1
2.0649831786439593e-05,0.026497085320614733,50,3673,1
2.080708632150118e-05,0.026518164942985947,50,3670,1
2.097459640079384e-05,0.0267022696929239,50,3644,1
2.1272912511650157e-05,0.026860059092130004,50,3622,1
2.1376796023899577e-05,0.02686727565824825,50,3621,1
2.1388689965123344e-05,0.026881720430107524,50,3619,1
2.1606799585508494e-05,0.026903416733925205,50,3616,1
2.177839157215056e-05,0.026917900403768506,50,3614,1
2.2192485136480058e-05,0.026946914578280783,50,3610,1
2.2241079986888928e-05,0.026961445133459154,50,3608,1
2.2489035525084926e-05,0.027019724398811132,50,3600,1
2.254597929779081e-05,0.02707825616030328,50,3592,1
2.2613687772183462e-05,0.02759381898454746,50,3523,1
2.265517355121843e-05,0.027601435274634285,50,3522,1
2.2879866371649137e-05,0.027647221454243847,50,3516,1
2.294757484604179e-05,0.02775464890369137,50,3502,1
2.3158312627250565e-05,0.027956388034665925,50,3476,1
2.336166841037129e-05,0.02796420581655481,50,3475,1
2.3522595289618397e-05,0.02807411566535654,50,3461,1
2.5074108331360464e-05,0.02808199943836001,50,3460,1
2.6049502455406736e-05,0.028089887640449437,50,3459,1
2.7022672374051875e-05,0.02809778027535825,50,3458,1
2.813190142508536e-05,0.02812939521800281,50,3454,1
2.8191855647943105e-05,0.028137310073157007,50,3453,1
2.8359743531087455e-05,0.028145229383619477,50,3452,1
2.8427452005480107e-05,0.028161081385525203,50,3450,1
2.8761339079338437e-05,0.02816901408450704,50,3449,1
2.9419741172972088e-05,0.028184892897406992,50,3447,1
3.053278338094074e-05,0.028192839018889203,50,3446,1
3.081044210770816e-05,0.02826455624646693,50,3437,1
3.091432561995757e-05,0.02827254735651682,50,3436,1
3.102497756535288e-05,0.028296547821165818,50,3433,1
3.12482126938159e-05,0.028312570781426953,50,3431,1
3.1269768957499036e-05,0.028328611898016998,50,3429,1
3.131592116820856e-05,0.02835270768358378,50,3426,1
3.143907112968237e-05,0.028401022436807723,50,3420,1
3.168386252182854e-05,0.028876696505919723,50,3362,1
3.173001473253806e-05,0.028901734104046242,50,3359,1
3.178764532581539e-05,0.028910089621277824,50,3358,1
3.2443153036064975e-05,0.029078220412910732,50,3338,1
3.284762768086382e-05,0.02908667830133799,50,3337,1
3.293139941963003e-05,0.029334115576415375,50,3308,1
3.3060124885676384e-05,0.029403116730373418,50,3300,1
3.345099609450677e-05,0.029437739181630847,50,3296,1
3.3579559654222994e-05,0.02947244326554671,50,3292,1
3.373681418928457e-05,0.029481132075471702,50,3291,1
3.399365321855249e-05,0.029489826010026542,50,3290,1
3.4150907753614074e-05,0.02965599051008304,50,3271,1
3.640268868015998e-05,0.029673590504451036,50,3269,1
3.67054898424842e-05,0.029708853238265005,50,3265,1
3.6804284228410964e-05,0.029717682020802376,50,3264,1
3.683830320424446e-05,0.029735355337496282,50,3262,1
3.7218377792740466e-05,0.029779630732578916,50,3257,1
3.75075803064101e-05,0.02978850163836759,50,3256,1
3.757528878080276e-05,0.02979737783075089,50,3255,1
3.8957270769030095e-05,0.029815146094215858,50,3253,1
3.923691924293375e-05,0.029824038174768863,50,3252,1
3.9512675503733255e-05,0.029832935560859187,50,3251,1
4.0072505921296175e-05,0.029841838257236648,50,3250,1
4.047698056609501e-05,0.029859659599880566,50,3248,1
4.117496521826946e-05,0.02986857825567503,50,3247,1
4.1338802953376616e-05,0.029877502240812672,50,3246,1
4.236199954071926e-05,0.029886431560071727,50,3245,1
4.285493011616839e-05,0.029904306220095694,50,3243,1
4.2968357561301496e-05,0.030120481927710843,50,3219,1
4.318881719002673e-05,0.030138637733574444,50,3217,1
4.325652566441939e-05,0.03018412315122246,50,3212,1
4.331693175743451e-05,0.03028467595396729,50,3201,1
4.3670619228748885e-05,0.030293850348379277,50,3200,1
4.395738941314167e-05,0.030349013657056143,50,3194,1
4.4291276487e-05,0.030609121518212427,50,3166,1
4.435898496139266e-05,0.030637254901960783,50,3163,1
4.477307852572216e-05,0.030816640986132512,50,3144,1
4.507383616465096e-05,0.030835646006783842,50,3142,1
4.510461289413663e-05,0.030845157310302282,50,3141,1
4.540951220503852e-05,0.0308641975308642,50,3139,1
4.574339927889686e-05,0.030950170225936244,50,3130,1
4.581110775328951e-05,0.03098853424233034,50,3126,1
4.6225201317619014e-05,0.03104625892579944,50,3120,1
4.6511971502011795e-05,0.031055900621118012,50,3119,1
4.6621165755439396e-05,0.031172069825436414,50,3107,1
4.684585857587013e-05,0.031181789834736514,50,3106,1
4.691356705026279e-05,0.03121098626716604,50,3103,1
4.732766061459229e-05,0.03124023742580443,50,3100,1
4.8516359486589064e-05,0.031269543464665414,50,3097,1
5.01759282769709e-05,0.03127932436659368,50,3096,1
5.025970001573711e-05,0.03132832080200502,50,3091,1
5.2610473530666196e-05,0.03135779241141424,50,3088,1
5.2694245269432396e-05,0.031486146095717885,50,3075,1
5.273051036584102e-05,0.03156565656565657,50,3067,1
5.28877649009026e-05,0.031575623618566466,50,3066,1
5.377785852720529e-05,0.03158559696778269,50,3065,1
5.461661151880504e-05,0.031595576619273306,50,3064,1
5.4622398495490586e-05,0.03161555485298767,50,3062,1
5.470038325757126e-05,0.03164556962025316,50,3059,1
5.4706170234256787e-05,0.03165558721114277,50,3058,1
5.477643431192915e-05,0.031675641431738996,50,3056,1
5.488031782417858e-05,0.031685678073510776,50,3055,1
5.511032138578749e-05,0.03169572107765451,50,3054,1
5.572897870903473e-05,0.031705770450221944,50,3053,1
5.581275044780095e-05,0.03436426116838488,50,2809,1
5.828356079790485e-05,0.03539823008849557,50,2724,1
5.844081533296643e-05,0.03556187766714083,50,2711,1
5.9224994717080603e-05,0.0355998576005696,50,2708,1
5.9626590265331595e-05,0.03566333808844508,50,2703,1
6.177957680595072e-05,0.03567606136282555,50,2702,1
6.211827027110467e-05,0.0356887937187723,50,2701,1
6.665190712007163e-05,0.035701535166012134,50,2700,1
6.68091616551332e-05,0.03572704537334762,50,2698,1
6.703019612361018e-05,0.035739814152966405,50,2697,1
6.725515913306441e-05,0.03575259206292456,50,2696,1
6.725826514065384e-05,0.0357653791130186,50,2695,1
6.734203687942007e-05,0.03700962250185048,50,2601,1
6.76692526973939e-05,0.03731343283582089,50,2579,1
6.951733992711115e-05,0.03736920777279522,50,2575,1
6.981284722952397e-05,0.03738317757009346,50,2574,1
6.993877412677327e-05,0.03745318352059925,50,2569,1
7.002254586553948e-05,0.037481259370314844,50,2567,1
7.022383478626402e-05,0.03749531308586426,50,2566,1
7.054951867636849e-05,0.037565740045078885,50,2561,1
7.174741415799002e-05,0.03757985719654265,50,2560,1
7.194491211491214e-05,0.03759398496240601,50,2559,1
7.195069909159765e-05,0.03805175038051751,50,2527,1
7.202868385367834e-05,0.038066235249333835,50,2526,1
7.203447083036388e-05,0.03827018752391887,50,2512,1
7.249335621564339e-05,0.03828483920367534,50,2511,1
7.252468385345567e-05,0.038299502106472615,50,2510,1
7.267109251455081e-05,0.03831417624521073,50,2509,1
7.283493024965796e-05,0.03846153846153846,50,2499,1
7.307556715934966e-05,0.03847633705271258,50,2498,1
7.364755670272378e-05,0.03849114703618167,50,2497,1
7.395683707973652e-05,0.03850596842510588,50,2496,1
7.404060881850274e-05,0.038580246913580245,50,2491,1
7.405765523367073e-05,0.03862495171881035,50,2488,1
7.439154230752908e-05,0.038971161340607956,50,2465,1
7.445925078192175e-05,0.039047247169074574,50,2460,1
7.449869798042222e-05,0.03927729772191673,50,2445,1
7.487334434625125e-05,0.03929273084479371,50,2444,1
7.522567460342095e-05,0.03937007874015749,50,2439,1
7.549182455883713e-05,0.03969829297340215,50,2418,1
7.55537676370645e-05,0.04208754208754209,50,2275,1
7.557559629760334e-05,0.0427715996578272,50,2237,1
7.571760537217166e-05,0.04364906154517678,50,2190,1
7.595824228186335e-05,0.0437636761487965,50,2184,1
7.661188452989496e-05,0.043936731107205626,50,2175,1
7.661223732254086e-05,0.044365572315882874,50,2153,1
7.669565626866116e-05,0.0444642063139173,50,2148,1
7.67757222650021e-05,0.04462293618920125,50,2140,1
7.68594940037683e-05,0.044642857142857144,50,2139,1
7.694375041883139e-05,0.044662795891022775,50,2138,1
7.69461243963992e-05,0.04512635379061372,50,2115,1
7.701383287079184e-05,0.045146726862302484,50,2114,1
7.702752215759759e-05,0.045351473922902494,50,2104,1
7.709865150268475e-05,0.04555808656036446,50,2094,1
7.710758815393854e-05,0.04608294930875576,50,2069,1
7.719135989270474e-05,0.04618937644341801,50,2064,1
7.726248923779189e-05,0.04623208506703653,50,2062,1
7.742792643512134e-05,0.04633920296570899,50,2057,1
7.750312614748359e-05,0.04636068613815485,50,2056,1
7.750374952366153e-05,0.04659832246039143,50,2045,1
7.758752126242773e-05,0.04719207173194903,50,2018,1
7.766696388259074e-05,0.04746084480303749,50,2006,1
7.804640664770725e-05,0.047483380816714146,50,2005,1
7.810834972593463e-05,0.047573739295908656,50,2001,1
7.818119355169075e-05,0.048590864917395525,50,1957,1
7.820366118276884e-05,0.04861448711716091,50,1956,1
7.85128243707335e-05,0.04863813229571984,50,1955,1
7.859031867198503e-05,0.04873294346978557,50,1951,1
7.916646661876508e-05,0.04875670404680644,50,1950,1
7.949833250770151e-05,0.04885197850512946,50,1946,1
7.965323359155488e-05,0.0488997555012225,50,1944,1
7.998132662519844e-05,0.04906771344455349,50,1937,1
8.014516436030558e-05,0.05099439061703213,50,1860,1
8.038580126999729e-05,0.05107252298263534,50,1857,1
8.089077392080684e-05,0.05128205128205128,50,1849,1
8.122466099466516e-05,0.0513347022587269,50,1847,1
8.20885276243283e-05,0.051387461459403906,50,1845,1
8.242600155583746e-05,0.05149330587023687,50,1841,1
8.243565778642711e-05,0.05151983513652756,50,1840,1
8.24901231725793e-05,0.05154639175257732,50,1839,1
8.253590871406857e-05,0.05159958720330238,50,1837,1
8.276375082007069e-05,0.05200208008320332,50,1822,1
8.294038335886743e-05,0.05205622071837584,50,1820,1
8.309763789392901e-05,0.052083333333333336,50,1819,1
8.319098692130161e-05,0.05211047420531527,50,1818,1
8.333304198090134e-05,0.05235602094240838,50,1809,1
8.352487399515993e-05,0.05241090146750524,50,1807,1
8.359258246955259e-05,0.052465897166841566,50,1805,1
8.365397514844544e-05,0.05263157894736842,50,1799,1
8.40066760338821e-05,0.052687038988408846,50,1797,1
8.464310971319846e-05,0.05271481286241434,50,1796,1
8.498023085206173e-05,0.052742616033755275,50,1795,1
8.498058364470764e-05,0.05277044854881266,50,1794,1
8.52105872063165e-05,0.052798310454065474,50,1793,1
8.531209674099816e-05,0.05282620179609086,50,1792,1
8.54669978248515e-05,0.052854122621564484,50,1791,1
8.574556901017173e-05,0.05288207297726071,50,1790,1
8.614716455842267e-05,0.05296610169491526,50,1787,1
8.641475296987401e-05,0.05302226935312831,50,1785,1
8.653665027095914e-05,0.05305039787798409,50,1784,1
8.702111099045623e-05,0.05307855626326963,50,1783,1
8.710488272922243e-05,0.05467468562055768,50,1728,1
8.73193151391961e-05,0.05500550055005501,50,1717,1
8.754562839435108e-05,0.055096418732782364,50,1714,1
8.76458793219926e-05,0.05512679162072768,50,1713,1
8.787372142799467e-05,0.05527915975677169,50,1708,1
8.802157991372159e-05,0.055401662049861494,50,1704,1
8.808153413657931e-05,0.05546311702717692,50,1702,1
8.83496729473652e-05,0.05549389567147614,50,1701,1
8.851351068247233e-05,0.05681818181818182,50,1659,1
8.875414759216402e-05,0.05688282138794085,50,1657,1
8.902724897859509e-05,0.05704506560182544,50,1652,1
8.903303595528061e-05,0.057240984544934176,50,1646,1
8.903586210375953e-05,0.05770340450086555,50,1632,1
8.911102071736129e-05,0.05777007510109763,50,1630,1
