tau,f1,tp,fp,fn
2.584139993176231e-06,0.0019891558920722514,62,62214,0
3.0188847979758144e-06,0.02074272331883573,62,5854,0
4.047411869090777e-06,0.021464427903756276,62,5653,0
4.290012214838203e-06,0.021610317183687697,62,5614,0
4.724757019637786e-06,0.023321421854429192,62,5193,0
5.753284090752747e-06,0.023334587881068874,62,5190,0
6.18802889555233e-06,0.024904599317131952,62,4855,0
6.826700052372566e-06,0.02492462311557789,62,4851,0
7.261444857172151e-06,0.02627611458108981,61,4520,1
8.289971928287113e-06,0.050664451827242524,61,2285,1
8.532572274034537e-06,0.05076987099459009,61,2280,1
8.724716733086696e-06,0.05115303983228511,61,2262,1
8.967317078834123e-06,0.05123897522049559,61,2258,1
9.995844149949086e-06,0.05231560891938251,61,2209,1
1.0430588954748669e-05,0.053112755768393555,61,2174,1
1.1681368997732967e-05,0.054030115146147036,61,2135,1
1.1722362516657623e-05,0.05405405405405405,61,2134,1
1.5964922575853957e-05,0.05424633170297911,61,2126,1
1.8924009274221982e-05,0.05629903091832025,61,2044,1
2.0629881495883945e-05,0.05787476280834915,61,1985,1
2.0822025954936098e-05,0.05798479087452471,61,1981,1
2.209315337179849e-05,0.058012363290537335,61,1980,1
2.2168125956524926e-05,0.058233890214797135,61,1972,1
2.224520168937987e-05,0.058457115476760906,61,1964,1
2.2602870761324504e-05,0.05910852713178295,61,1941,1
2.2730794982642563e-05,0.06384092098377814,61,1788,1
2.363139783243946e-05,0.06387434554973823,61,1787,1
2.406614263723905e-05,0.06390780513357779,61,1786,1
2.4194066858557105e-05,0.0639748295752491,61,1784,1
2.6383738773886435e-05,0.06407563025210083,61,1781,1
2.678211303516161e-05,0.06417674907943187,61,1778,1
2.692250655337579e-05,0.06421052631578947,61,1777,1
2.8676153845603365e-05,0.06431207169214549,61,1774,1
2.887137172255303e-05,0.06755260243632337,61,1683,1
2.9561401218443398e-05,0.06759002770083103,61,1682,1
3.0626298833082765e-05,0.06762749445676275,61,1681,1
3.102467309435794e-05,0.06766500277315585,61,1680,1
3.1306348480006314e-05,0.06770255271920089,61,1679,1
3.276962035592086e-05,0.14896214896214893,61,696,1
3.349131649702943e-05,0.15006150061500617,61,690,1
3.34961143073146e-05,0.1504315659679408,61,688,1
3.392606130182901e-05,0.1517412935323383,61,681,1
3.495458837294397e-05,0.15404040404040406,61,669,1
3.5201986528976576e-05,0.15443037974683543,61,667,1
3.5389333177743556e-05,0.15541401273885352,61,662,1
3.858507097042562e-05,0.15885416666666666,61,645,1
3.9444546588172886e-05,0.15906127770534548,61,644,1
3.987929139297248e-05,0.15926892950391644,61,643,1
4.068598445718425e-05,0.15947712418300652,61,642,1
4.492854451638059e-05,0.16266666666666668,61,627,1
5.1763810714298244e-05,0.16331994645247658,61,624,1
5.18812507763707e-05,0.16508795669824083,61,616,1
5.3353222682949875e-05,0.16531165311653115,61,615,1
5.452014544143828e-05,0.16598639455782313,61,612,1
5.493601902913749e-05,0.17183098591549295,61,587,1
5.598341731735283e-05,0.17836257309941522,61,561,1
5.639929090505203e-05,0.18654434250764526,61,531,1
5.68773936359564e-05,0.18683001531393564,61,530,1
5.702585373823e-05,0.1871165644171779,61,529,1
5.8044316394444805e-05,0.1876923076923077,61,527,1
5.901900372687473e-05,0.1879815100154083,61,526,1
6.595737346078944e-05,0.1882716049382716,61,525,1
6.907701470906837e-05,0.18856259659969085,61,524,1
6.91373674102541e-05,0.1888544891640867,61,523,1
7.247533491597997e-05,0.1903276131045242,61,518,1
7.644087955164477e-05,0.1912225705329154,61,515,1
7.78625876637045e-05,0.19152276295133439,61,514,1
7.802367589783238e-05,0.21217391304347824,61,452,1
7.932585953961906e-05,0.22889305816135083,61,410,1
7.961308786648401e-05,0.22932330827067668,61,409,1
8.193502664147304e-05,0.2306238185255198,61,406,1
8.291082478150261e-05,0.23106060606060608,61,405,1
8.632609607418028e-05,0.2314990512333966,61,404,1
8.706433291169312e-05,0.2319391634980989,61,403,1
8.74990777164927e-05,0.23371647509578547,61,399,1
8.895629070858323e-05,0.23506743737957614,61,396,1
8.918577820420903e-05,0.23552123552123552,61,395,1
9.023347700926965e-05,0.23643410852713176,61,393,1
9.064905008012357e-05,0.23781676413255362,61,390,1
9.45108475428947e-05,0.23921568627450981,61,387,1
9.809405982342425e-05,0.23968565815324167,61,386,1
9.835539472411456e-05,0.24015748031496065,61,385,1
9.84157474253003e-05,0.24063116370808682,61,384,1
9.842694424010017e-05,0.24110671936758898,61,383,1
0.00010123747285926436,0.24897959183673463,61,367,1
0.00010162322307632288,0.25000000000000006,61,365,1
0.00010266950429929651,0.2525879917184265,61,360,1
0.00010270074473517891,0.2531120331950208,61,359,1
0.00010284050362064508,0.25363825363825365,61,358,1
0.00010477493079500965,0.25523012552301255,61,355,1
0.00010714096767875068,0.2557651991614256,61,354,1
0.00010716013941269636,0.2573839662447257,61,351,1
0.00010910900458187359,0.2579281183932347,61,350,1
0.00011154398133932691,0.2584745762711864,61,349,1
0.00011300725321524146,0.2606837606837607,61,345,1
0.00011381875421548525,0.2612419700214133,61,344,1
0.0001141636941611496,0.2629310344827586,61,341,1
0.00011562696603706414,0.2634989200863931,61,340,1
0.00011756139321142872,0.26521739130434785,61,337,1
0.00011796309235736862,0.2657952069716776,61,336,1
0.00011811514067495002,0.2663755458515284,61,335,1
0.00012006400584412723,0.2669584245076586,61,334,1
0.00012024535431976232,0.2675438596491228,61,333,1
0.00012786258766370453,0.26872246696035246,61,331,1
0.00012932585953961907,0.27981651376146793,61,313,1
0.0001301447912281814,0.28045977011494255,61,312,1
0.00013405331081005586,0.2811059907834101,61,311,1
0.0001347577783007589,0.28175519630484985,61,310,1
0.00013517365188845805,0.2824074074074074,61,309,1
0.00013622105017667343,0.2837209302325582,61,307,1
0.0001365559234427544,0.2850467289719626,61,305,1
0.0001406490500801236,0.28571428571428575,61,304,1
0.00014193018914670304,0.28705882352941176,61,302,1
0.00015271296777530057,0.2877358490566038,61,301,1
0.00015810022052302502,0.28841607565011823,61,300,1
0.00015882529273858394,0.2911694510739857,61,296,1
0.00015985072072580449,0.2939759036144578,61,292,1
0.00016149574621519727,0.2953995157384988,61,290,1
0.00016489857582286277,0.2961165048543689,61,289,1
0.0001675287704572657,0.2968369829683698,61,288,1
0.00017014848327908842,0.3227513227513228,61,255,1
0.0001708866829394441,0.32360742705570295,61,254,1
0.00017585109741435792,0.32533333333333336,61,252,1
0.00017596112958295846,0.3270777479892762,61,250,1
0.00017780496562704322,0.32795698924731187,61,249,1
0.00018009365747355432,0.32884097035040427,61,248,1
0.00018290713715861707,0.32972972972972975,61,247,1
0.00018293837759449937,0.3306233062330623,61,246,1
0.00018737860053807118,0.3315217391304348,61,245,1
0.00018810367275363005,0.33242506811989103,61,244,1
0.0001911584410063969,0.33333333333333337,61,243,1
0.00019220583929461222,0.3342465753424658,61,242,1
0.00019429188018216234,0.3351648351648352,61,241,1
0.00019429688322567028,0.3360881542699724,61,240,1
0.0001985394432848666,0.3370165745856354,61,239,1
0.00020117429933275304,0.3379501385041551,61,238,1
0.00022490212453891807,0.3398328690807799,61,236,1
0.00023309157401286677,0.3407821229050279,61,235,1
0.0002407897513655732,0.3417366946778711,61,234,1
0.00024139404213754524,0.3436619718309859,61,232,1
0.00024485548837545985,0.3446327683615819,61,231,1
0.0002520328399650783,0.3456090651558074,61,230,1
0.00026329627114326414,0.3475783475783476,61,228,1
0.0002640035483270051,0.3485714285714286,61,227,1
0.0002674246499404633,0.34957020057306587,61,226,1
0.0002784797132417702,0.3515850144092219,61,224,1
0.00028316684311294914,0.3526011560693641,61,223,1
0.0002870659575009929,0.3536231884057971,61,222,1
0.0002870860974332422,0.35568513119533524,61,220,1
0.00029591909301815753,0.35777126099706746,61,218,1
0.00030983070073474213,0.3588235294117647,61,217,1
0.0003210372309261801,0.35988200589970504,61,216,1
0.00033642904090156513,0.3652694610778443,61,211,1
0.0003406716009607615,0.37423312883435583,61,203,1
