tau,f1,tp,fp,fn
9.024952289461854e-06,0.0012369953935768554,67,108193,0
9.048578848349431e-06,0.0012416374789199606,67,107788,0
9.063993133993403e-06,0.0018053946269300206,67,74088,0
9.087619692880979e-06,0.0018095881161377448,67,73916,0
9.105548193144997e-06,0.002270416807861742,67,58886,0
9.144589037676544e-06,0.003483686468217861,67,38331,0
9.229401095480826e-06,0.004573847151585487,67,29163,0
9.253027654368403e-06,0.00457400327689787,67,29162,0
9.25597842360411e-06,0.0045826066140008895,67,29107,0
9.295019268135657e-06,0.005082881310928195,67,26229,0
9.309996999163969e-06,0.005539021164021164,67,24058,0
9.389290832836358e-06,0.005543374839697183,67,24039,0
9.412917391723935e-06,0.005550952775476388,67,24006,0
9.460427229623082e-06,0.0059770730184218746,67,22285,0
9.4698867365195e-06,0.005978406353172124,67,22280,0
9.59373963885533e-06,0.006206864606975775,67,21455,0
9.617366197742907e-06,0.006208590094055506,67,21449,0
9.620316966978614e-06,0.006290193869408065,67,21169,0
9.674335542538473e-06,0.006321947537271184,67,21062,0
9.68537712858427e-06,0.006359451378672109,67,20937,0
9.709003687471847e-06,0.006380040946531448,67,20869,0
9.724417973115819e-06,0.007220994772861994,67,18423,0
9.748044532003394e-06,0.007231906740784716,67,18395,0
9.765973032267412e-06,0.0076492750313962785,67,17384,0
9.805013876798961e-06,0.008250723477618373,67,16107,0
9.824765772997587e-06,0.008512260195654936,67,15608,0
9.859086524154002e-06,0.008521462639109698,67,15591,0
9.882713083041579e-06,0.008548099004848176,67,15542,0
9.898127368685552e-06,0.009251587959127314,67,14350,0
9.91345249349082e-06,0.009261819187171689,67,14334,0
9.916403262726525e-06,0.009265021088294268,67,14329,0
9.92175392757313e-06,0.00944193912063134,67,14058,0
9.939682427837144e-06,0.009782449992699664,67,13564,0
9.955444107258074e-06,0.010320394331484904,67,12850,0
9.978723272368695e-06,0.01043369929144281,67,12709,0
1.0049715671958771e-05,0.010686657628200017,67,12405,0
1.0063535330172972e-05,0.010690920695707675,67,12400,0
1.0073342230846348e-05,0.0106917737173861,67,12399,0
1.008716188906055e-05,0.010791656599822822,67,12283,0
1.0130311575641914e-05,0.010793395086588805,67,12281,0
1.0144131233856115e-05,0.010834411384217334,67,12234,0
1.016216459445188e-05,0.010836163674591625,67,12232,0
1.0201205438983428e-05,0.010849323941381266,67,12217,0
1.0219133939247446e-05,0.010854597002835155,67,12211,0
1.0223425067528503e-05,0.010861635729918133,67,12203,0
1.0247051626416079e-05,0.010866039571845605,67,12198,0
1.0254164477977745e-05,0.010936989879203395,67,12118,0
1.0258174783778993e-05,0.010938775510204083,67,12116,0
1.0277791036865324e-05,0.010940561724363163,67,12114,0
1.0280741806101029e-05,0.010964732836920057,67,12087,0
1.0304020971211648e-05,0.010977308101908742,67,12073,0
1.0317855101496606e-05,0.010857941926462122,66,12024,1
1.033476038166089e-05,0.01105064880703223,66,11812,1
1.0356895946028153e-05,0.011054350556904782,66,11808,1
1.0366613400470854e-05,0.011120471777590565,66,11737,1
1.036956416970656e-05,0.011121408711770158,66,11736,1
1.0451500432435054e-05,0.011122345803842264,66,11735,1
1.0485190612120003e-05,0.011142061281337047,66,11714,1
1.050846977723062e-05,0.011144883485309018,66,11711,1
1.0522303907515578e-05,0.011153358681875792,66,11702,1
1.0526503137826385e-05,0.011154301166131485,66,11701,1
1.0682193644871111e-05,0.011159959418329387,66,11695,1
1.0730951943845361e-05,0.01118833700627225,66,11665,1
1.0755837609660626e-05,0.011190233977619531,66,11663,1
1.0779464168548203e-05,0.011195928753180661,66,11657,1
1.0798962874686722e-05,0.011376368180642938,66,11470,1
1.0822589433574299e-05,0.011377348732977072,66,11469,1
1.083643351334377e-05,0.011378329454357383,66,11468,1
1.0861630278105848e-05,0.011488250652741512,66,11357,1
1.0879558778369865e-05,0.011489250587518495,66,11356,1
1.0886642450890083e-05,0.01149025069637883,66,11355,1
1.0960286415679602e-05,0.01149125097936798,66,11354,1
1.0978279940619024e-05,0.01150828247602441,66,11337,1
1.0983912974567179e-05,0.011584028082492322,66,11262,1
1.0986863743802884e-05,0.012516593969277453,66,10413,1
1.0986980673907038e-05,0.0125296630280019,66,10402,1
1.1017320785150574e-05,0.013494172970762627,66,9649,1
1.1026021518438587e-05,0.013527362164377946,66,9625,1
1.1035339673675584e-05,0.014312045972026455,66,9090,1
1.1040882319362745e-05,0.014315150200628998,66,9088,1
1.1053268173939599e-05,0.014967683410817554,66,8686,1
1.1092309018471151e-05,0.014969380811975503,66,8685,1
1.119131254982186e-05,0.01497107859816264,66,8684,1
1.1191429479926014e-05,0.015061615700593337,66,8631,1
1.1342618483993528e-05,0.015065053640721296,66,8629,1
1.1351319217281542e-05,0.015078821110349555,66,8621,1
1.1360637372518536e-05,0.015154994259471873,66,8577,1
1.1416262448783045e-05,0.015156734412676542,66,8576,1
1.1439889007670622e-05,0.01515847496554892,66,8575,1
1.1496858352466188e-05,0.015179392824287027,66,8563,1
1.1555768023300517e-05,0.015195119143547832,66,8554,1
1.1613598403240354e-05,0.015205621472180623,66,8548,1
1.1620711254802017e-05,0.01521613832853026,66,8542,1
1.1644337813689594e-05,0.015217892552455614,66,8541,1
1.167056774803592e-05,0.015318556342114426,66,8484,1
1.1683509272569277e-05,0.015338136184057634,66,8473,1
1.170130715848516e-05,0.015339918651946543,66,8472,1
1.1707135831456854e-05,0.015388202378176731,66,8445,1
1.1764105176252418e-05,0.015415158238934953,66,8430,1
1.1794420650371748e-05,0.01542596704452495,66,8424,1
1.1818047209259325e-05,0.01542957334891876,66,8422,1
1.1821114908599182e-05,0.015555031817110534,66,8353,1
1.185173738894427e-05,0.015878744135691087,66,8180,1
1.1860155753130733e-05,0.015884476534296033,66,8177,1
1.187501655405489e-05,0.016048632218844987,66,8092,1
1.1893049914650654e-05,0.016097560975609757,66,8067,1
1.1914535406711531e-05,0.016099524332235635,66,8066,1
1.2025563714618156e-05,0.016105417276720352,66,8063,1
1.2048740421695376e-05,0.01610738255033557,66,8062,1
1.2097498720669625e-05,0.016115248443413503,66,8058,1
1.2100566420009487e-05,0.01612312202271894,66,8054,1
1.2154468065465192e-05,0.016125091619838747,66,8053,1
1.2185453451973686e-05,0.01612903225806452,66,8051,1
1.225318922771435e-05,0.016144814090019572,66,8043,1
1.238990225799266e-05,0.016162605607934366,66,8034,1
1.2448478918687282e-05,0.016168544830965213,66,8031,1
1.2472105477574859e-05,0.016200294550810013,66,8015,1
1.2487519763218831e-05,0.017074117190531625,66,7598,1
1.2511146322106408e-05,0.017078535386207787,66,7596,1
1.2529074822370425e-05,0.01736156780218335,66,7470,1
1.2541270066149002e-05,0.01790801790801791,66,7238,1
1.2568115666901974e-05,0.017910447761194034,66,7237,1
1.2676554283593833e-05,0.018054985638079606,66,7178,1
1.2679505052829538e-05,0.018069815195071868,66,7172,1
1.2709165260817795e-05,0.018164304389706894,66,7134,1
1.2717865994105807e-05,0.01816680429397192,66,7133,1
1.2718545897361087e-05,0.018179314144057296,66,7128,1
1.2733523628389399e-05,0.018196856906534324,66,7121,1
1.2757923559792042e-05,0.018204385601985933,66,7118,1
1.2812817462061787e-05,0.01820689655172414,66,7117,1
1.2836444020949364e-05,0.018214433558713952,66,7114,1
1.2877690922354869e-05,0.018531517618980767,66,6990,1
1.2883953858848512e-05,0.018534119629317607,66,6989,1
1.289341336574493e-05,0.01853672237045359,66,6988,1
1.2913614066836766e-05,0.018702181921224144,66,6925,1
1.292231480012478e-05,0.018704832081621083,66,6924,1
1.301726626808076e-05,0.01877133105802048,66,6899,1
1.3040892826968337e-05,0.018774000853363674,66,6898,1
1.3043843596204041e-05,0.01886522795483779,66,6864,1
1.3050056049393542e-05,0.01888412017167382,66,6857,1
1.307368260828112e-05,0.018900343642611683,66,6851,1
1.3097862171763902e-05,0.019730941704035873,66,6557,1
1.3108903757809696e-05,0.019772318753744758,66,6543,1
1.3130651953076685e-05,0.01979010494752624,66,6537,1
1.3132530316697273e-05,0.02015882712278558,66,6415,1
