tau,f1,tp,fp,fn
7.915399553939211e-06,0.0012585458462654252,59,93641,0
7.976656797608276e-06,0.004234399110058492,59,27749,0
8.52255823896129e-06,0.004415176232881838,59,26608,0
8.583815482630353e-06,0.004571162934841559,59,25696,0
9.769056523477822e-06,0.009831694717547076,59,11884,0
9.830313767146887e-06,0.009835792281403683,59,11879,0
1.154644351106189e-05,0.010134844971227346,59,11525,0
1.2153602196083967e-05,0.010157527761039856,59,11499,0
1.2264719901293141e-05,0.010441553844792496,59,11183,0
1.2325977144962204e-05,0.011256319755795097,59,10365,0
1.2659469462973482e-05,0.01128538638102525,59,10338,0
1.2871878586315213e-05,0.011383368705382983,59,10248,0
1.2933135829984277e-05,0.011427464652333916,59,10208,0
1.3400100480600501e-05,0.011722630637790582,59,9948,0
1.3448047547454095e-05,0.01639344262295082,59,7080,0
1.3509304791123157e-05,0.017281780902167546,59,6710,0
1.4055206232476173e-05,0.017317287936601113,59,6696,0
1.4116463476145236e-05,0.017381057593165414,59,6671,0
1.4118376870831749e-05,0.017630360077693114,59,6575,0
1.4179634114500811e-05,0.017635629950680017,59,6573,0
1.5225341074407042e-05,0.017728365384615384,59,6538,0
1.5301704516992706e-05,0.017741692978499472,59,6533,0
1.536296176066177e-05,0.017744360902255642,59,6532,0
1.589375700309818e-05,0.017797888386123676,59,6512,0
1.589576385841582e-05,0.017800573238799213,59,6511,0
1.6502922543437895e-05,0.017805945374981137,59,6509,0
1.700878981032741e-05,0.017819389912413167,59,6504,0
1.7079091504576774e-05,0.017840943453280918,59,6496,0
1.768625018959885e-05,0.017843641312566157,59,6495,0
1.774942082795443e-05,0.01784903947965512,59,6493,0
1.779736789480802e-05,0.018128744814871714,59,6391,0
1.7858625138477087e-05,0.018238021638330756,59,6352,0
1.8192117456488364e-05,0.018240840933683725,59,6351,0
1.8229628926656893e-05,0.01824930405196412,59,6348,0
1.84045265798301e-05,0.018620798485087582,59,6219,0
1.8465783823499166e-05,0.018647281921618204,59,6210,0
1.883678761167897e-05,0.018703439530828977,59,6191,0
1.8932748474115383e-05,0.018733132243213206,59,6181,0
1.9574661421760975e-05,0.01886792452830189,59,6136,0
1.97122821080157e-05,0.01890116930962678,59,6125,0
2.018182010678305e-05,0.01892238614496472,59,6118,0
2.0243077350452113e-05,0.01892542101042502,59,6117,0
2.0757989067921932e-05,0.018937570213448884,59,6113,0
2.1410290504265043e-05,0.018940609951845908,59,6112,0
2.201744918928711e-05,0.019165177846353746,59,6039,0
2.25414378038423e-05,0.019186991869918697,59,6032,0
2.270589720785355e-05,0.019190112213368023,59,6031,0
2.326947461442478e-05,0.019193233571893297,59,6030,0
2.3282068821469318e-05,0.019196355945989917,59,6029,0
2.3313055892875623e-05,0.019233903830480847,59,6017,0
2.37753418813143e-05,0.019347434005574683,59,5981,0
2.4318731330795243e-05,0.01936330817197243,59,5976,0
2.4559554177392157e-05,0.01936648613162646,59,5975,0
2.466663194624465e-05,0.019379208408605686,59,5971,0
2.471568093262077e-05,0.01939513477975016,59,5966,0
2.5059362348422258e-05,0.02302439024390244,59,5007,0
2.510730941527586e-05,0.023037875829754,59,5004,0
2.5273790631266728e-05,0.023055881203595155,59,5000,0
2.5317781337785855e-05,0.023060386945475863,59,4999,0
2.5402664432919706e-05,0.0232512315270936,59,4957,0
2.545631195024779e-05,0.025069046101550883,59,4589,0
2.546392167658877e-05,0.02586017970633355,59,4445,0
2.579976673272271e-05,0.02587719298245614,59,4442,0
2.5886558785461684e-05,0.025922671353251322,59,4434,0
2.5924940022807933e-05,0.025928367391782028,59,4433,0
2.600982311794178e-05,0.02596259625962596,59,4427,0
2.6071080361610844e-05,0.0261004202610042,59,4403,0
2.6406925417744796e-05,0.027008468757152664,59,4251,0
2.6493717470483766e-05,0.02702083810396153,59,4249,0
2.6882842606329244e-05,0.02718267680258005,59,4223,0
2.7317578646127375e-05,0.027188940092165895,59,4222,0
2.7541493558400953e-05,0.02732113915258162,59,4201,0
2.7618794961778716e-05,0.027327466419638718,59,4200,0
2.7740215755000304e-05,0.027333796618021777,59,4199,0
2.7847293523852786e-05,0.027346465816917725,59,4197,0
2.8027893374787922e-05,0.02736549165120594,59,4194,0
2.812934089084578e-05,0.027378190255220414,59,4192,0
2.8454452208874864e-05,0.027448243777622703,59,4181,0
2.8696309303479067e-05,0.02745463006049325,59,4180,0
2.8802122607939673e-05,0.02746101931580172,59,4179,0
2.8980428310330854e-05,0.02746741154562384,59,4178,0
2.9065001279974696e-05,0.027563653352020556,59,4163,0
2.9587586995352932e-05,0.02780395852968897,59,4126,0
2.9640867075064452e-05,0.027817067421027818,59,4124,0
2.9705991401373103e-05,0.02783018867924528,59,4122,0
2.9750058912463376e-05,0.028454304316373278,59,4029,0
2.9767248645042166e-05,0.02848865282472236,59,4024,0
2.980563229760171e-05,0.028495532480077277,59,4023,0
3.0063504183937384e-05,0.028647730031561063,59,4001,0
3.014673434195397e-05,0.028654686741136474,59,4000,0
3.024832892613566e-05,0.028668610301263362,59,3998,0
3.031315008639518e-05,0.028843803471033977,59,3973,0
3.0374407330064244e-05,0.028872033276241747,59,3969,0
3.0401208304004592e-05,0.029107054760730142,59,3936,0
3.086791904767274e-05,0.02914299827117807,59,3931,0
3.088319369894145e-05,0.02954431647471207,59,3876,0
3.0887365359580986e-05,0.029581348708949615,59,3871,0
3.0929176291341796e-05,0.029972059944119892,59,3819,0
3.093531242643459e-05,0.029979674796747964,59,3818,0
3.098895994376267e-05,0.030233153984114785,59,3785,0
3.099656967010366e-05,0.0303419902288506,59,3771,0
3.131000246845391e-05,0.030357602263956777,59,3769,0
3.1475077732694806e-05,0.03043590404952283,59,3759,0
3.153633497636387e-05,0.03047520661157025,59,3754,0
3.154247111145667e-05,0.030609597924773017,59,3737,0
3.160372835512573e-05,0.030673251884585386,59,3729,0
3.1620905614580775e-05,0.03077725612936881,59,3716,0
3.17547843573736e-05,0.030785285677015387,59,3715,0
3.2002063662117844e-05,0.030793319415448852,59,3714,0
3.2236769752310464e-05,0.030825496342737724,59,3710,0
3.272157601721133e-05,0.03084967320261438,59,3707,0
3.27828332608804e-05,0.030857740585774063,59,3706,0
3.284392843733254e-05,0.03087388801674516,59,3704,0
3.285022663964226e-05,0.030890052356020943,59,3702,0
3.288791914385167e-05,0.03094676108051403,59,3695,0
3.293072049007151e-05,0.03100367840252233,59,3688,0
3.331984562591699e-05,0.0310444619836885,59,3683,0
3.406385527654959e-05,0.031052631578947366,59,3682,0
3.4566343910433525e-05,0.031085353003161224,59,3678,0
3.459764927348958e-05,0.031093544137022398,59,3677,0
3.517124601612613e-05,0.0311263518860459,59,3673,0
3.5173515068579344e-05,0.031728959397687544,59,3601,0
3.5190692328034386e-05,0.031746031746031744,59,3599,0
3.521749330197474e-05,0.031797359202371325,59,3593,0
3.523250325979519e-05,0.0318145052574818,59,3591,0
3.5238639394887985e-05,0.03183166981386566,59,3589,0
3.5338280291116597e-05,0.03194369247428262,59,3576,0
3.54174313299186e-05,0.03196965591980493,59,3573,0
3.5778404701148206e-05,0.031986988343724584,59,3571,0
3.583155335096158e-05,0.032021709633649934,59,3567,0
3.5839661944817265e-05,0.032328767123287666,59,3532,0
3.584579807991007e-05,0.032515844585285204,59,3511,0
3.590705532357913e-05,0.03252480705622933,59,3510,0
