tau,f1,tp,fp,fn
5.142144111368028e-06,0.0015151320604512013,59,77763,0
5.237411240397828e-06,0.002647758380828434,59,44448,0
5.362590515336064e-06,0.0031983520355613375,59,36776,0
5.457857644365864e-06,0.003933333333333334,59,29882,0
5.533932232352201e-06,0.004166372431325471,59,28204,0
5.582905747475223e-06,0.00442793350594769,59,26531,0
5.629199361382001e-06,0.004664769133459836,59,25178,0
5.678172876505023e-06,0.004725481558607985,59,24853,0
5.754378636320237e-06,0.0047883780383881835,59,24525,0
5.803352151443258e-06,0.004817112998040497,59,24378,0
5.849645765350036e-06,0.004873616388567652,59,24094,0
5.898619280473058e-06,0.004881075491209927,59,24057,0
5.974693868459394e-06,0.004894843821296719,59,23989,0
6.069960997489194e-06,0.004907465169473903,59,23927,0
6.169259970036887e-06,0.004909506969003536,59,23917,0
6.1951402724274295e-06,0.005046185425932262,59,23266,0
6.264527099066687e-06,0.00504834431419526,59,23256,0
6.290407401457229e-06,0.005083796475808884,59,23093,0
6.389706374004922e-06,0.00508423456417769,59,23091,0
6.438207633095476e-06,0.005124864277958741,59,22907,0
6.4849735030347214e-06,0.00514161220043573,59,22832,0
6.533474762125276e-06,0.005158018971018927,59,22759,0
6.561048091021058e-06,0.005163435872751937,59,22735,0
6.610021606144079e-06,0.005168411370505016,59,22713,0
6.656315220050857e-06,0.005176573810046063,59,22677,0
6.658654037063512e-06,0.0051774823395199865,59,22673,0
6.705288735173878e-06,0.005182484957617814,59,22651,0
6.726028216787588e-06,0.005184078727704069,59,22644,0
6.7539211660933114e-06,0.0054330309866936774,59,21601,0
6.781494494989093e-06,0.005434532307834017,59,21595,0
6.821295345817387e-06,0.005435533649638399,59,21591,0
6.830468010112114e-06,0.005499370834692641,59,21339,0
6.8754818188462515e-06,0.005501935002564462,59,21329,0
6.876761624018893e-06,0.008648490178833188,59,13526,0
6.878969269202669e-06,0.008649124092941433,59,13525,0
6.925735139141914e-06,0.008650392199985337,59,13523,0
6.946474620755622e-06,0.008652295057926382,59,13520,0
6.970748947876051e-06,0.008799403430275913,59,13292,0
7.041741749785422e-06,0.01016540317022743,59,11490,0
7.0970768561580505e-06,0.010207612456747405,59,11442,0
7.117816337771758e-06,0.010208495544597284,59,11441,0
7.213083466801558e-06,0.010267119115983641,59,11375,0
7.222256131096287e-06,0.010273376284172034,59,11368,0
7.267269939830424e-06,0.010274270787984327,59,11367,0
7.3162434549534455e-06,0.010310179117518567,59,11327,0
7.3382627417397934e-06,0.010609602589462329,59,11004,0
7.362537068860223e-06,0.010616284300494825,59,10997,0
7.411510583983245e-06,0.010620106201062011,59,10993,0
7.433529870769593e-06,0.010683567224988682,59,10927,0
7.439747029688233e-06,0.010685502128044916,59,10925,0
7.465323491764334e-06,0.010697126280482278,59,10913,0
7.535014158718033e-06,0.01070294784580499,59,10907,0
7.5605906207941336e-06,0.010705861005262203,59,10904,0
7.660193433656269e-06,0.010709747685605375,59,10900,0
7.685769895732368e-06,0.010711692084241104,59,10898,0
7.708031575937618e-06,0.01071558300036324,59,10894,0
7.753144075456445e-06,0.010717529518619436,59,10892,0
7.781037024762168e-06,0.010747791237817652,59,10861,0
7.848411204486245e-06,0.010748770267808343,59,10860,0
7.902597677515112e-06,0.010752688172043012,59,10856,0
7.97359047942448e-06,0.010979808318600539,59,10629,0
7.997864806544911e-06,0.010989010989010988,59,10620,0
8.022091738515034e-06,0.011050758569020415,59,10560,0
8.06885760845428e-06,0.011051793574974243,59,10559,0
8.171545340573697e-06,0.01105282877482203,59,10558,0
8.266812469603497e-06,0.011069418386491559,59,10542,0
8.294385798499283e-06,0.011077731881336839,59,10534,0
8.337805271512868e-06,0.011078771946296122,59,10533,0
8.343359313622304e-06,0.01107981220657277,59,10532,0
8.438626442652104e-06,0.011093353389113473,59,10519,0
8.459365924265811e-06,0.011096482979123568,59,10516,0
8.55463305329561e-06,0.011346153846153846,59,10282,0
8.562130017386892e-06,0.011411992263056092,59,10222,0
8.612306976680891e-06,0.011413096044104848,59,10221,0
8.73581055141568e-06,0.011414200038692203,59,10220,0
8.83107768044548e-06,0.011425251742835013,59,10210,0
