tau,f1,tp,fp,fn
2.664916451320805e-06,0.0020911812309322947,73,69671,0
2.7510572570819027e-06,0.003888045591329126,73,37405,0
3.2167844069067643e-06,0.006819880418535128,73,21262,0
3.3049574139424128e-06,0.007816264253975053,73,18533,0
3.3910982197035096e-06,0.008258385655297245,73,17533,0
3.8568253695283725e-06,0.008502708054277561,73,17025,0
3.9637469927493845e-06,0.00854750892804871,73,16935,0
4.603787955370992e-06,0.012777875021879924,73,11280,0
5.16509777912729e-06,0.013004364478489358,73,11081,0
5.251238584888387e-06,0.014646869983948636,73,9822,0
5.71696573471325e-06,0.015680378047470737,73,9165,0
6.179182084761433e-06,0.015885104994015884,73,9045,0
6.26532289052253e-06,0.01848101265822785,73,7754,0
6.463928320555871e-06,0.02038252128996231,73,7017,0
6.731050040347393e-06,0.02097701149425287,73,6814,0
6.819223047383041e-06,0.021511713570060414,73,6641,0
6.905363853144138e-06,0.021648873072360613,73,6598,0
7.368914458064042e-06,0.02171003717472119,73,6579,0
7.371091002969e-06,0.021713265913146935,73,6578,0
7.4780126261900124e-06,0.021726190476190475,73,6574,0
8.118053588811622e-06,0.022741433021806853,73,6274,0
8.679363412567918e-06,0.022766256042413845,73,6267,0
8.765504218329014e-06,0.023006618342262846,73,6200,0
9.231231368153877e-06,0.023112236821275924,73,6171,0
9.273447870893e-06,0.023130544993662863,73,6166,0
9.359588676654098e-06,0.024017108076986347,73,5933,0
9.825315826478961e-06,0.024872231686541735,73,5724,0
9.913488833514608e-06,0.024970070121429794,73,5701,0
9.978193953996498e-06,0.0249914412872304,73,5696,0
9.999629639275704e-06,0.025034293552812073,73,5686,0
1.0206394581034234e-05,0.025055774841256224,73,5681,0
1.029253538679533e-05,0.025189786059351276,73,5650,0
1.0465356789100567e-05,0.024956672443674176,72,5625,1
1.0572278412321582e-05,0.0249609984399376,72,5624,1
1.0758262536620191e-05,0.025192442267319804,72,5571,1
1.1212319374943188e-05,0.02520126006300315,72,5569,1
1.1505225122462812e-05,0.025232171018048012,72,5562,1
1.1773629198699484e-05,0.025276461295418638,72,5552,1
1.1859770004460583e-05,0.025325360534646502,72,5541,1
1.2325497154285446e-05,0.025338729544254795,72,5538,1
1.2706575908840714e-05,0.025343189017951424,72,5537,1
1.2787713504333629e-05,0.02534765006160887,72,5536,1
1.2873854310094725e-05,0.025468694729395117,72,5509,1
1.3317643962194822e-05,0.025618217399039318,72,5476,1
1.3339581459919586e-05,0.025641025641025644,72,5471,1
1.3403784767955918e-05,0.02565930149679259,72,5467,1
1.3427754466955235e-05,0.025663874532168954,72,5466,1
1.3746269562377611e-05,0.025677603423680456,72,5463,1
1.3832410368138707e-05,0.02592259225922592,72,5410,1
1.4086544045762207e-05,0.026035075031639848,72,5386,1
1.429813751796357e-05,0.02606806661839247,72,5379,1
1.4726585008383816e-05,0.026110607434270173,72,5370,1
1.5045100103806191e-05,0.026115342763873776,72,5369,1
1.5287894832140112e-05,0.026167544975467926,72,5358,1
1.6246450890184093e-05,0.026172300981461283,72,5357,1
1.6798318845770052e-05,0.02617705871659698,72,5356,1
1.6814926000606423e-05,0.02618181818181818,72,5355,1
1.683190959563545e-05,0.026205641492265695,72,5350,1
1.690106680636752e-05,0.026573168481269602,72,5274,1
1.6918050401396547e-05,0.02658788774002954,72,5271,1
1.738377755122141e-05,0.026865671641791045,72,5215,1
1.747195055825706e-05,0.026930989339816722,72,5202,1
1.7545281431612673e-05,0.02695115103874228,72,5198,1
1.7558091364018155e-05,0.026956196181205542,72,5197,1
1.813074013706403e-05,0.026971342948117625,72,5194,1
1.8534315944473992e-05,0.027108433734939756,72,5167,1
1.862045675023509e-05,0.03392226148409894,72,4100,1
1.8770781099685635e-05,0.0390032502708559,72,3547,1
1.9086183900059955e-05,0.039013817393660256,72,3546,1
1.9332090923441933e-05,0.03994452149791956,72,3460,1
1.983314648590258e-05,0.03997779011660189,72,3457,1
1.9883958879027895e-05,0.04224112643003813,72,3264,1
2.0012316187528113e-05,0.04226592309950103,72,3262,1
2.0354800981949806e-05,0.04227833235466823,72,3261,1
2.041533243980815e-05,0.04230317273795535,72,3259,1
2.04409417877109e-05,0.04231560387893035,72,3258,1
2.096859053064731e-05,0.042340488091737724,72,3256,1
2.1054731336408407e-05,0.04660194174757282,72,2945,1
2.147012851956866e-05,0.04845222072678331,72,2827,1
2.1520458486233273e-05,0.04866508955728287,72,2814,1
2.1556269325329757e-05,0.049180327868852465,72,2783,1
2.1653631523378385e-05,0.04924760601915184,72,2779,1
2.202199647515462e-05,0.04926445432774546,72,2778,1
2.2267421072075894e-05,0.04928131416837782,72,2777,1
2.2434729835480766e-05,0.049494597420704084,71,2725,2
2.344044101520764e-05,0.0495118549511855,71,2724,2
2.3526581820968738e-05,0.04954640614096302,71,2722,2
2.3575378538253484e-05,0.04956369982547993,71,2721,2
2.366151934401458e-05,0.04958100558659218,71,2720,2
